"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"United HealthCare Insurance Co.","UnitedHealth Group","$276,000","$0","$276,000","2009","20090828","consumer-protection-related offenses","insurance violation","","Market Conduct Examination","state","agency action","Colorado Division of Insurance","civil","","","","","","Colorado","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://drive.google.com/file/d/0B_UoCf17OVmWemZTNXpvbDdzWW8/view",""
"United HealthCare of Colorado, Inc.","UnitedHealth Group","$241,000","$0","$241,000","2009","20090828","consumer-protection-related offenses","insurance violation","","Market Conduct Examination","state","agency action","Colorado Division of Insurance","civil","","","","","","Colorado","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://drive.google.com/file/d/0B_UoCf17OVmWSndrVUIybV9sXzQ/view",""
"UnitedHealthcare of Colorado, Inc.","UnitedHealth Group","$34,100","$0","$34,100","2010","20101230","consumer-protection-related offenses","insurance violation","","Market Conduct Examination","state","agency action","Colorado Division of Insurance","civil","","","","","","Colorado","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://drive.google.com/file/d/0B_UoCf17OVmWV3JLTTlOcHB4RkU/view",""
"Golden Rule Insurance Co.","UnitedHealth Group","$59,400","$0","$59,400","2012","20121211","consumer-protection-related offenses","insurance violation","","Market Conduct Examination","state","agency action","Colorado Division of Insurance","civil","","","","","","Colorado","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://drive.google.com/file/d/0B_UoCf17OVmWa0lNSzNFeEdKWTQ/view",""
"UnitedHealthcare Insurance Co.","UnitedHealth Group","$142,500","$0","$142,500","2015","20150729","consumer-protection-related offenses","insurance violation","","Market Conduct Examination","state","agency action","Colorado Division of Insurance","civil","","","","","","Colorado","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://drive.google.com/file/d/1bU09oUSPF17d7lU3VRUevR8BD3c74zcu/view",""
"Pacificare Life Insurance Co.","UnitedHealth Group","$11,500","$0","$11,500","2016","20160504","consumer-protection-related offenses","insurance violation","","Financial Examination","state","agency action","Colorado Division of Insurance","civil","","","","","","Colorado","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://drive.google.com/file/d/0B_UoCf17OVmWeWNpODRSTU52SFM5Zllac3NIcWRXRDc4SG84/view",""
"UnitedHealthcare of Colorado, Inc.","UnitedHealth Group","$12,000","$0","$12,000","2016","20160908","consumer-protection-related offenses","insurance violation","","Market Conduct Examination","state","agency action","Colorado Division of Insurance","civil","","","","","","Colorado","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://drive.google.com/file/d/0B_UoCf17OVmWQXU5UENiNGQ0cWc/view",""
"OptumRx, Inc.","UnitedHealth Group","$6,000","$0","$6,000","2019","20190214","consumer-protection-related offenses","insurance violation","","","state","agency action","Connecticut Insurance Department","civil","","","","","","Connecticut","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.catalog.state.ct.us/cid/portalApps/images/reports/10596192.pdf",""
"UnitedHealthcare Life Insurance Co.","UnitedHealth Group","$12,000","$0","$12,000","2019","20190702","consumer-protection-related offenses","insurance violation","","","state","agency action","Connecticut Insurance Department","civil","","","","","","Connecticut","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.catalog.state.ct.us/cid/portalApps/images/reports/10648585.pdf",""
"Freedom Life Insurance Company of America","UnitedHealth Group","$70,000","$0","$70,000","2017","20171026","consumer-protection-related offenses","insurance violation","","","state","agency action","Delaware Department of Insurance","civil","","","","","","Delaware","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://insurance.delaware.gov/wp-content/uploads/sites/15/2017/11/FreedomLifeInsCoOfAmericaConsent102617.pdf",""
"United Healthcare of Florida, Inc.","UnitedHealth Group","$65,000","$0","$65,000","2000","20000815","consumer-protection-related offenses","insurance violation","","","state","agency action","Florida Office of Financial Regulation","civil","","","","","","Florida","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.floir.com/siteDocuments/United_HC_FL_34296-00-CO.pdf",""
"Freedom Life Insurance Company of America","UnitedHealth Group","$13,500","$0","$13,500","2002","20020404","consumer-protection-related offenses","insurance violation","","","state","agency action","Florida Office of Financial Regulation","civil","","","","","","Florida","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.floir.com/siteDocuments/LH-Exams/Freedom_Life_60074_01-CO.pdf",""
"United Healthcare of Florida, Inc.","UnitedHealth Group","$47,000","$0","$47,000","2003","20030107","consumer-protection-related offenses","insurance violation","","","state","agency action","Florida Office of Financial Regulation","civil","","","","","","Florida","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.floir.com/siteDocuments/UnitedHealthcareFloridaInc_63872-02-CO.pdf",""
"MEGA Life and Health Insurance Co.","UnitedHealth Group","$22,699","$0","$22,699","2008","20080418","consumer-protection-related offenses","insurance violation","","","state","agency action","Florida Office of Financial Regulation","civil","","","","","","Florida","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.floir.com/siteDocuments/LH-Exams/MegaLH89707-07-CO.pdf",""
"Golden Rule Insurance Co.","UnitedHealth Group","$13,000","$0","$13,000","2012","20121003","consumer-protection-related offenses","insurance violation","","","state","agency action","Florida Office of Financial Regulation","civil","","","","","","Florida","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.floir.com/siteDocuments/LH-Exams/GoldenRule127299-12-CO.pdf",""
"United Healthcare of Florida, Inc.","UnitedHealth Group","$33,000","$0","$33,000","2014","20140220","consumer-protection-related offenses","insurance violation","","","state","agency action","Florida Office of Financial Regulation","civil","","","","","","Florida","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.floir.com/siteDocuments/UnitedHealthcareFL144399-13-CO.pdf",""
"United Healthcare of Georgia Inc.","UnitedHealth Group","$52,729","$0","$52,729","2000","20000403","consumer-protection-related offenses","insurance violation","","late payment of claims","state","agency action","Georgia Department of Insurance","civil","","","","","","Georgia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","GEORGIA FINES FIVE HEALTH INSURERS FOR LATE PAYMENTS, Bestwire, April 3, 2000 (via Nexis).",""
"Mega Life and Health Insurance Co.","UnitedHealth Group","$20,274","$0","$20,274","2010","20100507","consumer-protection-related offenses","insurance violation","","","state","agency action","Idaho Department of Insurance","civil","","","","","","Idaho","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://doi.idaho.gov/DisplayPDF?id=1267&cat=DocketIndex",""
"UnitedHealthcare Insurance Co.","UnitedHealth Group","$5,000","$0","$5,000","2012","20120712","consumer-protection-related offenses","insurance violation","","","state","agency action","Idaho Department of Insurance","civil","","","","","","Idaho","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://doi.idaho.gov/DisplayPDF?id=1498&cat=DocketIndex",""
"Golden Rule Insurance Co.","UnitedHealth Group","$20,000","$0","$20,000","2010","20100217","consumer-protection-related offenses","insurance violation","","","state","agency action","Illinois Department of Insurance","civil","","","","","","Illinois","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://insurance.illinois.gov/Applications/DirectorsOrders/Document/Download/3252278",""
"United Healthcare Ins. Co.","UnitedHealth Group","$7,500","$0","$7,500","2005","20050106","consumer-protection-related offenses","insurance violation","","","state","agency action","Indiana Department of Insurance","civil","","","","","","Indiana","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.in.gov/idoi/2586.htm",""
"United HealthCare Insurance Co.","UnitedHealth Group","$5,000","$0","$5,000","2009","20090819","consumer-protection-related offenses","insurance violation","","","state","agency action","Indiana Department of Insurance","civil","","","","","","Indiana","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.in.gov/idoi/files/enforcement/6602-CO08-0513-014b.pdf",""
"United Healthcare of the Midwest, Inc.","UnitedHealth Group","$14,000","$0","$14,000","2002","20021105","consumer-protection-related offenses","insurance violation","","","state","agency action","Kansas Insurance Department","civil","","","","","","Kansas","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://insurance.ks.gov/department/LegalIssues/orders/2002b/unitedhlthcare.pdf",""
